head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action 
"['188.5', '142.8951612903226', '1']","['176.33870967741936', '170.25806451612905', '1']","['182.4193548387097', '171.77822580645162', '0']","['183.93951612903226', '200.66129032258067', '1']","['196.10080645161293', '194.58064516129033', '0']","['190.0201612903226', '223.46370967741936', '1']","['199.14112903225808', '214.34274193548387', '0']","['152.01612903225808', '218.90322580645162', '1']","['158.09677419354838', '214.34274193548387', '0']","['164.17741935483872', '256.90725806451616', '1']","['186.97983870967744', '258.4274193548387', '0']","['159.61693548387098', '307.0725806451613', '1']","['164.17741935483872', '290.3508064516129', '0']",5
"['222.0', '42.0', '1']","['203.33333333333331', '71.33333333333333', '1']","['221.33333333333331', '71.33333333333333', '0']","['209.33333333333331', '112.0', '1']","['213.33333333333331', '106.66666666666666', '0']","['218.0', '137.33333333333331', '1']","['218.0', '139.33333333333331', '0']","['176.0', '124.66666666666666', '1']","['190.66666666666666', '122.0', '0']","['188.66666666666666', '170.66666666666666', '1']","['200.0', '161.33333333333331', '1']","['174.0', '222.0', '1']","['188.66666666666666', '208.0', '1']",5
"['234.28571428571428', '128.85714285714286', '1']","['205.0', '139.10714285714286', '1']","['262.10714285714283', '156.67857142857142', '0']","['209.39285714285714', '190.35714285714283', '1']","['224.03571428571428', '181.57142857142856', '1']","['221.10714285714283', '224.03571428571428', '1']","['228.42857142857142', '213.78571428571428', '1']","['174.25', '212.32142857142856', '0']","['207.92857142857142', '215.25', '0']","['191.82142857142856', '266.5', '1']","['216.7142857142857', '254.78571428571428', '1']","['172.78571428571428', '330.9285714285714', '1']","['209.39285714285714', '307.5', '1']",5
"['336.0', '133.5', '1']","['348.0', '153.0', '0']","['358.5', '160.5', '1']","['327.0', '186.0', '0']","['352.5', '193.5', '1']","['336.0', '217.5', '0']","['348.0', '231.0', '1']","['375.0', '228.0', '0']","['390.0', '214.5', '1']","['348.0', '265.5', '0']","['373.5', '264.0', '1']","['354.0', '316.5', '0']","['375.0', '330.0', '1']",5
"['145.5', '90.0', '1']","['135.0', '112.5', '0']","['169.5', '106.5', '1']","['138.0', '150.0', '1']","['163.5', '145.5', '1']","['144.0', '180.0', '0']","['156.0', '180.0', '0']","['136.5', '175.5', '0']","['172.5', '174.0', '1']","['133.5', '232.5', '1']","['171.0', '237.0', '1']","['129.0', '292.5', '1']","['186.0', '295.5', '1']",5
"['168.0', '66.0', '1']","['142.0', '83.33333333333333', '1']","['179.33333333333331', '74.0', '1']","['154.0', '112.0', '1']","['180.0', '105.33333333333333', '1']","['174.0', '136.66666666666666', '1']","['182.0', '128.66666666666666', '1']","['130.66666666666666', '128.0', '1']","['167.33333333333331', '130.0', '0']","['140.0', '163.33333333333331', '1']","['172.66666666666666', '154.66666666666666', '1']","['134.0', '204.66666666666666', '1']","['172.0', '198.0', '1']",5
"['213.52142857142854', '152.14999999999998', '1']","['205.85', '167.49285714285713', '1']","['232.7', '157.2642857142857', '1']","['209.68571428571425', '190.50714285714284', '1']","['233.9785714285714', '186.67142857142855', '1']","['217.35714285714283', '219.9142857142857', '1']","['227.58571428571426', '212.24285714285713', '1']","['214.79999999999998', '209.68571428571425', '0']","['245.48571428571427', '200.73571428571427', '1']","['212.24285714285713', '230.1428571428571', '1']","['246.7642857142857', '233.9785714285714', '1']","['208.40714285714284', '267.22142857142853', '1']","['249.32142857142856', '267.22142857142853', '1']",5
"['219.64285714285714', '133.25', '1']","['203.53571428571428', '156.67857142857142', '1']","['240.14285714285714', '152.28571428571428', '1']","['215.25', '180.10714285714283', '1']","['237.2142857142857', '181.57142857142856', '1']","['225.49999999999997', '209.39285714285714', '1']","['231.35714285714283', '209.39285714285714', '1']","['215.25', '197.67857142857142', '1']","['237.2142857142857', '199.14285714285714', '1']","['213.78571428571428', '226.9642857142857', '1']","['237.2142857142857', '228.42857142857142', '1']","['207.92857142857142', '263.57142857142856', '1']","['245.99999999999997', '266.5', '1']",5
"['215.12295081967213', '72.69672131147541', '1']","['186.9344262295082', '109.78688524590164', '1']","['224.02459016393442', '130.55737704918033', '0']","['185.45081967213113', '166.1639344262295', '1']","['241.827868852459', '167.64754098360655', '0']","['195.8360655737705', '207.70491803278688', '1']","['222.54098360655738', '160.2295081967213', '0']","['130.55737704918033', '191.38524590163934', '1']","['195.8360655737705', '188.41803278688525', '0']","['160.2295081967213', '262.5983606557377', '1']","['188.41803278688525', '253.69672131147541', '0']","['142.4262295081967', '335.2950819672131', '1']","['182.48360655737704', '305.62295081967216', '0']",5
"['259.1785714285714', '80.53571428571428', '1']","['254.78571428571428', '98.10714285714285', '1']","['282.60714285714283', '90.78571428571428', '1']","['257.7142857142857', '124.46428571428571', '1']","['278.2142857142857', '127.39285714285714', '1']","['260.6428571428571', '156.67857142857142', '1']","['269.4285714285714', '159.60714285714283', '1']","['273.82142857142856', '162.53571428571428', '0']","['298.7142857142857', '149.35714285714286', '1']","['266.5', '187.42857142857142', '1']","['297.25', '185.9642857142857', '1']","['265.0357142857143', '232.82142857142856', '1']","['304.57142857142856', '234.28571428571428', '1']",5
"['207.0', '72.0', '1']","['175.5', '112.5', '1']","['165.0', '78.0', '0']","['175.5', '157.5', '1']","['180.0', '154.5', '0']","['183.0', '196.5', '1']","['180.0', '196.5', '0']","['120.0', '174.0', '1']","['121.5', '162.0', '0']","['148.5', '232.5', '1']","['145.5', '238.5', '0']","['144.0', '315.0', '1']","['139.5', '294.0', '0']",5
"['160.20000000000002', '134.98333333333335', '1']","['134.98333333333335', '157.23333333333335', '1']","['158.71666666666667', '158.71666666666667', '0']","['137.95000000000002', '191.35', '1']","['146.85', '188.38333333333335', '0']","['142.4', '213.60000000000002', '1']","['140.91666666666669', '207.66666666666669', '0']","['114.21666666666667', '200.25', '1']","['130.53333333333333', '200.25', '0']","['127.56666666666668', '246.23333333333335', '1']","['132.01666666666668', '247.71666666666667', '0']","['121.63333333333334', '293.7', '1']","['1.4833333333333334', '1.4833333333333334', '0']",5
"['248.66666666666666', '60.666666666666664', '1']","['220.0', '87.33333333333333', '1']","['264.66666666666663', '79.33333333333333', '1']","['230.0', '125.33333333333333', '1']","['255.33333333333331', '114.0', '1']","['244.66666666666666', '151.33333333333331', '1']","['252.66666666666666', '146.66666666666666', '1']","['216.66666666666666', '140.66666666666666', '1']","['248.0', '137.33333333333331', '0']","['219.33333333333331', '177.33333333333331', '1']","['253.33333333333331', '176.0', '1']","['201.33333333333331', '233.33333333333331', '1']","['254.0', '235.33333333333331', '1']",5
"['194.66666666666666', '84.0', '1']","['174.66666666666666', '100.66666666666666', '1']","['202.0', '94.66666666666666', '1']","['189.33333333333331', '136.66666666666666', '1']","['199.33333333333331', '122.66666666666666', '1']","['204.0', '160.66666666666666', '1']","['206.0', '151.33333333333331', '1']","['155.33333333333331', '136.0', '1']","['182.0', '146.0', '0']","['164.66666666666666', '188.66666666666666', '1']","['186.66666666666666', '183.33333333333331', '1']","['159.33333333333331', '231.33333333333331', '1']","['183.33333333333331', '228.66666666666666', '1']",5
"['258.75', '97.5', '1']","['229.5', '130.5', '1']","['234.0', '123.0', '0']","['231.0', '181.5', '1']","['236.25', '179.25', '0']","['237.0', '207.0', '1']","['237.75', '204.0', '0']","['180.0', '188.25', '1']","['198.75', '186.75', '0']","['203.25', '256.5', '1']","['216.75', '249.75', '0']","['189.75', '326.25', '1']","['209.25', '304.5', '1']",5
"['232', '83', '1']","['206', '117', '1']","['252', '109', '1']","['222', '167', '1']","['250', '151', '1']","['236', '203', '1']","['249', '196', '1']","['196', '175', '1']","['237', '184', '1']","['199', '245', '1']","['247', '242', '1']","['184', '311', '1']","['253', '300', '1']",5
"['254.03813559322032', '63.889830508474574', '1']","['241.8686440677966', '94.3135593220339', '1']","['220.57203389830508', '82.14406779661017', '0']","['235.78389830508473', '147.5550847457627', '1']","['254.03813559322032', '138.42796610169492', '0']","['235.78389830508473', '182.54237288135593', '1']","['279.89830508474574', '108.00423728813558', '0']","['199.27542372881356', '165.8093220338983', '1']","['176.45762711864407', '156.6822033898305', '0']","['223.614406779661', '231.22033898305085', '1']","['188.6271186440678', '234.26271186440678', '1']","['212.96610169491524', '293.58898305084745', '1']","['182.54237288135593', '292.06779661016947', '1']",5
"['242.66666666666666', '61.33333333333333', '1']","['224.0', '88.0', '1']","['239.33333333333331', '88.66666666666666', '0']","['222.0', '127.33333333333333', '1']","['230.0', '121.33333333333333', '0']","['226.66666666666666', '151.33333333333331', '1']","['228.0', '148.66666666666666', '0']","['191.33333333333331', '134.66666666666666', '1']","['214.66666666666666', '144.66666666666666', '0']","['204.0', '178.0', '1']","['218.66666666666666', '174.0', '0']","['194.66666666666666', '224.66666666666666', '1']","['208.0', '222.0', '0']",5
"['242.0', '97.33333333333333', '1']","['232.66666666666666', '119.33333333333333', '1']","['262.0', '109.33333333333333', '1']","['242.66666666666666', '145.33333333333331', '1']","['260.0', '138.66666666666666', '1']","['249.33333333333331', '166.0', '1']","['257.3333333333333', '164.66666666666666', '1']","['236.66666666666666', '161.33333333333331', '1']","['264.66666666666663', '158.0', '1']","['233.33333333333331', '196.0', '1']","['268.66666666666663', '192.66666666666666', '1']","['226.0', '230.0', '1']","['278.0', '230.66666666666666', '1']",5
"['204.66666666666666', '58.666666666666664', '1']","['183.33333333333331', '86.0', '1']","['200.66666666666666', '79.33333333333333', '0']","['191.33333333333331', '118.0', '1']","['200.66666666666666', '111.33333333333333', '1']","['204.0', '148.0', '1']","['192.66666666666666', '140.0', '0']","['156.0', '134.0', '1']","['180.0', '140.0', '1']","['165.33333333333331', '177.33333333333331', '1']","['184.0', '175.33333333333331', '1']","['152.66666666666666', '228.66666666666666', '1']","['176.0', '225.33333333333331', '1']",5
"['234.75', '143.25', '1']","['219.75', '164.25', '1']","['253.5', '157.5', '1']","['227.25', '193.5', '1']","['250.5', '186.0', '1']","['237.75', '223.5', '1']","['244.5', '217.5', '1']","['221.25', '213.75', '1']","['253.5', '214.5', '1']","['220.5', '258.75', '1']","['257.25', '255.75', '1']","['210.0', '300.0', '1']","['264.75', '300.75', '1']",5
"['303.8983050847458', '56.63559322033899', '1']","['273.5084745762712', '95.31355932203391', '1']","['306.66101694915255', '100.83898305084746', '0']","['277.6525423728814', '151.9491525423729', '1']","['290.08474576271186', '138.135593220339', '0']","['279.0338983050848', '185.10169491525426', '1']","['303.8983050847458', '189.24576271186442', '0']","['233.4491525423729', '147.8050847457627', '1']","['198.91525423728814', '143.66101694915255', '0']","['245.8813559322034', '227.92372881355934', '1']","['270.7457627118644', '225.16101694915255', '0']","['234.83050847457628', '302.5169491525424', '1']","['254.16949152542375', '288.7033898305085', '0']",5
"['222.66666666666666', '64.66666666666666', '1']","['212.0', '92.66666666666666', '1']","['202.0', '84.0', '0']","['212.0', '126.0', '1']","['218.66666666666666', '117.33333333333333', '0']","['222.0', '150.66666666666666', '1']","['220.0', '141.33333333333331', '0']","['178.66666666666666', '137.33333333333331', '1']","['140.66666666666666', '126.66666666666666', '0']","['186.0', '175.33333333333331', '1']","['193.33333333333331', '172.0', '0']","['180.66666666666666', '225.33333333333331', '1']","['178.0', '220.0', '0']",5
"['209.33333333333331', '96.0', '1']","['189.33333333333331', '116.0', '1']","['231.33333333333331', '109.33333333333333', '1']","['199.33333333333331', '146.66666666666666', '1']","['226.66666666666666', '136.0', '1']","['213.33333333333331', '169.33333333333331', '1']","['222.66666666666666', '162.66666666666666', '1']","['190.0', '163.33333333333331', '1']","['234.0', '158.0', '1']","['184.66666666666666', '184.0', '1']","['235.33333333333331', '182.66666666666666', '1']","['177.33333333333331', '228.66666666666666', '1']","['246.66666666666666', '222.0', '1']",5
"['246.0', '96.66666666666666', '1']","['230.0', '104.66666666666666', '1']","['264.0', '104.0', '1']","['237.33333333333331', '135.33333333333331', '1']","['260.66666666666663', '132.66666666666666', '1']","['249.33333333333331', '158.0', '1']","['258.66666666666663', '154.0', '1']","['228.0', '146.0', '0']","['249.33333333333331', '151.33333333333331', '0']","['221.33333333333331', '184.0', '1']","['267.3333333333333', '182.0', '1']","['209.33333333333331', '221.33333333333331', '1']","['275.3333333333333', '210.0', '1']",5
"['221.0625', '95.52083333333333', '1']","['207.41666666666666', '125.54166666666666', '1']","['237.4375', '124.17708333333333', '1']","['199.22916666666666', '162.38541666666666', '1']","['244.26041666666666', '162.38541666666666', '1']","['178.76041666666666', '165.11458333333331', '1']","['246.98958333333331', '166.47916666666666', '1']","['210.14583333333331', '182.85416666666666', '1']","['230.61458333333331', '186.94791666666666', '1']","['214.23958333333331', '246.98958333333331', '1']","['226.52083333333331', '242.89583333333331', '1']","['211.51041666666666', '304.3020833333333', '1']","['227.88541666666666', '300.2083333333333', '1']",13
"['246.98958333333331', '79.14583333333333', '1']","['229.25', '113.26041666666666', '1']","['263.3645833333333', '117.35416666666666', '1']","['207.41666666666666', '148.73958333333331', '1']","['278.375', '159.65625', '1']","['196.5', '140.55208333333331', '1']","['294.75', '147.375', '1']","['223.79166666666666', '199.22916666666666', '1']","['255.17708333333331', '193.77083333333331', '1']","['233.34375', '277.01041666666663', '1']","['255.17708333333331', '275.6458333333333', '1']","['233.34375', '320.6770833333333', '0']","['251.08333333333331', '334.32291666666663', '1']",13
"['241.53125', '60.041666666666664', '1']","['211.51041666666666', '94.15625', '1']","['264.72916666666663', '96.88541666666666', '1']","['195.13541666666666', '132.36458333333331', '1']","['286.5625', '135.09375', '1']","['169.20833333333331', '151.46875', '1']","['312.4895833333333', '158.29166666666666', '1']","['212.875', '182.85416666666666', '1']","['266.09375', '197.86458333333331', '1']","['229.25', '266.09375', '1']","['252.44791666666666', '262.0', '1']","['236.07291666666666', '316.5833333333333', '1']","['255.17708333333331', '320.6770833333333', '1']",13
"['208.78125', '80.51041666666666', '1']","['189.67708333333331', '105.07291666666666', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['195.13541666666666', '154.19791666666666', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['221.0625', '165.11458333333331', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['192.40625', '201.95833333333331', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['203.32291666666666', '263.3645833333333', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['176.03125', '319.3125', '1']","['1.3645833333333333', '1.3645833333333333', '0']",13
"['234.70833333333331', '124.17708333333333', '1']","['216.96875', '154.19791666666666', '1']","['251.08333333333331', '150.10416666666666', '1']","['204.6875', '189.67708333333331', '1']","['264.72916666666663', '182.85416666666666', '1']","['182.85416666666666', '174.66666666666666', '1']","['285.19791666666663', '163.75', '1']","['219.69791666666666', '221.0625', '1']","['249.71875', '218.33333333333331', '1']","['223.79166666666666', '290.65625', '1']","['240.16666666666666', '286.5625', '1']","['223.79166666666666', '338.41666666666663', '1']","['241.53125', '341.1458333333333', '1']",13
